Accession,Length,Host
NC_009552,40863,Geobacillus
NC_009553,2752,Solanum lycopersicum
NC_009554,34659,Lactobacillus delbrueckii
NC_009540,49902,Escherichia coli B
NC_009541,29739,Cutibacterium acnes
NC_009542,33985,Aeromonas media
NC_009543,44520,Xanthomonas oryzae
NC_009545,2761,Spilanthes paniculata
NC_009546,2757,Mimosa
NC_009547,2753,Sida rhombifolia
NC_009548,2745,Solanum lycopersicum
NC_009549,2751,Erechtites valerianifolius
NC_009550,2740,Lindernia procumbens
NC_009526,43864,Staphylococcus aureus
NC_009527,11966,Eptesicus serotinus
NC_009528,11930,Homo sapiens
NC_009530,10180,Brevicoryne brassicae
NC_009531,46214,Synechococcus sp. WH 8109
NC_009533,4293,Zea mays
NC_009535,1346,Hibiscus rosa-sinensis
NC_009514,47021,Escherichia coli
NC_009489,15486,Sturnira lilium
NC_009490,2609,Solanum lycopersicum
NC_009491,2559,Solanum lycopersicum
NC_009449,1336,Solanum lycopersicum
NC_009450,1350,Solanum lycopersicum
NC_009452,23814,Acidianus convivator
NC_009447,52414,Burkholderia cepacia
NC_009382,38760,Ralstonia solanacearum
NC_009383,8590,Phlox stolonifera
NC_009333,137969,Homo sapiens
NC_009334,172764,Homo sapiens
NC_009231,56538,Clostridioides difficile
NC_009232,42572,Salmonella
NC_009234,35741,Burkholderia thailandensis
NC_009235,48674,Burkholderia pseudomallei
NC_009236,36690,Burkholderia pseudomallei
NC_009237,37446,Burkholderia thailandensis
NC_009225,3245,Homo sapiens
NC_009127,295146,Cyprinus carpio
NC_009087,8855,Chrysanthemum
NC_009088,2728,Hibiscus cannabinus
NC_009041,6395,Rehmannia glutinosa
NC_009019,30286,Chiroptera
NC_009020,30482,Chiroptera
NC_009021,29114,Chiroptera
NC_009030,2762,Solanum lycopersicum
NC_009031,2742,Solanum lycopersicum
NC_009014,45445,Erwinia amylovora
NC_009015,72415,Burkholderia ambifaria
NC_009016,38197,Vibrio parahaemolyticus
NC_009017,4172,Lupinus nootkatensis
NC_009018,38528,Streptococcus dysgalactiae
NC_009010,7261,Dioscorea sansibarensis
NC_008946,4692,Hyposoter fugitivus
NC_008947,2755,Hyposoter fugitivus
NC_008948,4442,Hyposoter fugitivus
NC_008949,3510,Hyposoter fugitivus
NC_008950,5254,Hyposoter fugitivus
NC_008951,3590,Hyposoter fugitivus
NC_008952,4063,Hyposoter fugitivus
NC_008953,3935,Hyposoter fugitivus
NC_008954,4351,Hyposoter fugitivus
NC_008955,3548,Hyposoter fugitivus
NC_008956,3153,Hyposoter fugitivus
NC_008957,2851,Hyposoter fugitivus
NC_008958,2857,Hyposoter fugitivus
NC_008959,3213,Hyposoter fugitivus
NC_008960,3225,Hyposoter fugitivus
NC_008961,3293,Hyposoter fugitivus
NC_008962,3385,Hyposoter fugitivus
NC_008963,3573,Hyposoter fugitivus
NC_008964,3573,Hyposoter fugitivus
NC_008965,3591,Hyposoter fugitivus
NC_008966,3638,Hyposoter fugitivus
NC_008967,3841,Hyposoter fugitivus
NC_008968,3868,Hyposoter fugitivus
NC_008969,3957,Hyposoter fugitivus
NC_008970,4006,Hyposoter fugitivus
NC_008971,4126,Hyposoter fugitivus
NC_008972,4144,Hyposoter fugitivus
NC_008973,4180,Hyposoter fugitivus
NC_008976,4188,Hyposoter fugitivus
NC_008977,4225,Hyposoter fugitivus
NC_008978,4247,Hyposoter fugitivus
NC_008979,4264,Hyposoter fugitivus
NC_008980,4367,Hyposoter fugitivus
NC_008981,4495,Hyposoter fugitivus
NC_008982,4562,Hyposoter fugitivus
NC_008983,4720,Hyposoter fugitivus
NC_008984,4729,Hyposoter fugitivus
NC_008985,4914,Hyposoter fugitivus
NC_008986,5047,Hyposoter fugitivus
NC_008987,5050,Hyposoter fugitivus
NC_008988,5070,Hyposoter fugitivus
NC_008989,5108,Hyposoter fugitivus
NC_008990,5298,Hyposoter fugitivus
NC_008991,5328,Hyposoter fugitivus
NC_008992,5353,Hyposoter fugitivus
NC_008993,5530,Hyposoter fugitivus
NC_008994,5579,Hyposoter fugitivus
NC_008995,5848,Hyposoter fugitivus
NC_008996,5404,Hyposoter fugitivus
NC_008997,6654,Hyposoter fugitivus
NC_008998,8851,Hyposoter fugitivus
NC_008999,3402,Hyposoter fugitivus
NC_009000,3831,Hyposoter fugitivus
NC_009001,4461,Hyposoter fugitivus
NC_009002,4808,Hyposoter fugitivus
NC_009003,6145,Hyposoter fugitivus
NC_008837,1533,Glypta fumiferanae
NC_008838,1657,Glypta fumiferanae
NC_008839,1750,Glypta fumiferanae
NC_008840,1859,Glypta fumiferanae
NC_008841,1916,Glypta fumiferanae
NC_008842,1940,Glypta fumiferanae
NC_008843,1945,Glypta fumiferanae
NC_008844,1948,Glypta fumiferanae
NC_008845,1963,Glypta fumiferanae
NC_008846,1963,Glypta fumiferanae
NC_008847,2005,Glypta fumiferanae
NC_008848,2066,Glypta fumiferanae
NC_008849,2074,Glypta fumiferanae
NC_008850,2079,Glypta fumiferanae
NC_008851,2080,Glypta fumiferanae
NC_008852,2094,Glypta fumiferanae
NC_008853,2135,Glypta fumiferanae
NC_008854,2177,Glypta fumiferanae
NC_008855,2179,Glypta fumiferanae
NC_008856,2195,Glypta fumiferanae
NC_008857,2199,Glypta fumiferanae
NC_008858,2235,Glypta fumiferanae
NC_008859,2262,Glypta fumiferanae
NC_008860,2285,Glypta fumiferanae
NC_008861,2295,Glypta fumiferanae
NC_008862,2298,Glypta fumiferanae
NC_008863,2318,Glypta fumiferanae
NC_008864,2341,Glypta fumiferanae
NC_008865,2358,Glypta fumiferanae
NC_008866,2358,Glypta fumiferanae
NC_008867,2380,Glypta fumiferanae
NC_008868,2395,Glypta fumiferanae
NC_008869,2408,Glypta fumiferanae
NC_008870,2415,Glypta fumiferanae
NC_008871,2452,Glypta fumiferanae
NC_008872,2454,Glypta fumiferanae
NC_008873,2462,Glypta fumiferanae
NC_008874,2509,Glypta fumiferanae
NC_008875,2540,Glypta fumiferanae
NC_008876,2548,Glypta fumiferanae
NC_008877,2572,Glypta fumiferanae
NC_008878,2579,Glypta fumiferanae
NC_008879,2590,Glypta fumiferanae
NC_008880,2598,Glypta fumiferanae
NC_008881,2615,Glypta fumiferanae
NC_008882,2625,Glypta fumiferanae
NC_008883,2631,Glypta fumiferanae
NC_008884,2636,Glypta fumiferanae
NC_008885,2641,Glypta fumiferanae
NC_008886,2646,Glypta fumiferanae
NC_008887,2723,Glypta fumiferanae
NC_008888,2723,Glypta fumiferanae
NC_008889,2738,Glypta fumiferanae
NC_008890,2768,Glypta fumiferanae
NC_008891,2775,Glypta fumiferanae
NC_008892,2785,Glypta fumiferanae
NC_008893,2808,Glypta fumiferanae
NC_008894,2819,Glypta fumiferanae
NC_008895,2854,Glypta fumiferanae
NC_008896,2856,Glypta fumiferanae
NC_008897,2871,Glypta fumiferanae
NC_008898,2875,Glypta fumiferanae
NC_008899,2879,Glypta fumiferanae
NC_008900,2924,Glypta fumiferanae
NC_008901,2930,Glypta fumiferanae
NC_008902,2933,Glypta fumiferanae
NC_008903,2934,Glypta fumiferanae
NC_008904,2944,Glypta fumiferanae
NC_008905,2997,Glypta fumiferanae
NC_008906,3036,Glypta fumiferanae
NC_008907,3058,Glypta fumiferanae
NC_008908,3083,Glypta fumiferanae
NC_008909,3111,Glypta fumiferanae
NC_008910,3117,Glypta fumiferanae
NC_008911,3130,Glypta fumiferanae
NC_008912,3141,Glypta fumiferanae
NC_008913,3157,Glypta fumiferanae
NC_008914,3243,Glypta fumiferanae
NC_008915,3307,Glypta fumiferanae
NC_008916,3331,Glypta fumiferanae
NC_008917,3343,Glypta fumiferanae
NC_008918,3357,Glypta fumiferanae
NC_008919,3391,Glypta fumiferanae
NC_008920,3403,Glypta fumiferanae
NC_008921,3498,Glypta fumiferanae
NC_008922,3519,Glypta fumiferanae
NC_008923,3743,Glypta fumiferanae
NC_008924,3761,Glypta fumiferanae
NC_008925,3821,Glypta fumiferanae
NC_008926,4059,Glypta fumiferanae
NC_008927,4066,Glypta fumiferanae
NC_008928,4340,Glypta fumiferanae
NC_008929,4707,Glypta fumiferanae
NC_008930,4829,Glypta fumiferanae
NC_008931,4886,Glypta fumiferanae
NC_008932,5156,Glypta fumiferanae
NC_008933,2060,Glypta fumiferanae
NC_008934,2309,Glypta fumiferanae
NC_008935,2502,Glypta fumiferanae
NC_008936,2588,Glypta fumiferanae
NC_008937,2759,Glypta fumiferanae
NC_008938,2840,Glypta fumiferanae
NC_008939,3008,Glypta fumiferanae
NC_008940,3140,Glypta fumiferanae
NC_008941,4459,Glypta fumiferanae
NC_008824,9816,Narcissus tazetta
NC_008798,43265,Staphylococcus aureus
NC_008799,43282,Staphylococcus aureus
NC_008794,2745,Crassocephalum crepidioides
NC_008779,2611,Sida acuta
NC_008780,2586,Sida acuta
NC_008730,3617,Zea mays
NC_008731,2639,Zea mays
NC_008732,3826,Zea mays
NC_008733,4501,Zea mays
NC_008734,1798,Zea mays
NC_008735,3162,Zea mays
NC_008736,2186,Sorghum bicolor
NC_008716,6794,Passiflora edulis
NC_008717,36415,Pseudomonas aeruginosa
NC_008718,10510,Chiroptera
NC_008719,10793,Culicidae
NC_008720,70153,Escherichia coli
NC_008721,36019,Streptococcus suis
NC_008722,43420,Staphylococcus epidermidis
NC_008723,44041,Staphylococcus epidermidis
NC_008724,288047,Chlorella heliozoae
NC_008707,2876,Fragaria vesca
NC_008694,38564,Yersinia pestis
NC_008689,44857,Staphylococcus aureus
NC_008617,44061,Staphylococcus
NC_008605,1367,Solanum tuberosum
NC_008603,321240,Chlorella
NC_008604,10837,Culex pipiens
NC_008575,6662,Ralstonia solanacearum
NC_008580,8380,Oryctolagus cuniculus
NC_008584,152372,Thermus
NC_008582,7393,Micromys minutus
NC_008579,1346,Croton
NC_008574,9004,Ralstonia
NC_008558,10851,Rubus
NC_008552,8281,Narcissus pseudonarcissus
NC_008514,11545,Siniperca chuatsi
NC_008521,2035,Laridae
NC_008522,1962,Fringillidae
NC_008492,2606,Corchorus siliquosus
NC_008493,2589,Corchorus siliquosus
NC_008494,2569,Desmodium glabrum
NC_008495,2514,Desmodium glabrum
NC_008464,60238,Escherichia coli
NC_008373,2744,Solanum lycopersicum
NC_008374,2744,Solanum lycopersicum
NC_008375,1898,Corvus coronoides
NC_008376,34683,Geobacillus sp. 6k51
NC_008370,30510,Lactococcus lactis
NC_008371,27453,Lactococcus lactis
NC_008361,156922,Spodoptera frugiperda
NC_008363,28538,Lactococcus lactis subsp. lactis Il1403
NC_008364,26537,Lactococcus lactis
NC_008366,17039,Fragaria vesca
NC_008367,40938,Phormidium
NC_008329,2752,Solanum lycopersicum
NC_008316,2767,Malvastrum coromandelianum
NC_008317,2784,Sigesbeckia glabrescens
NC_008310,6485,Hibiscus
NC_008296,177300,Synechococcus sp. WH 8012
NC_008297,7801,Canis lupus familiaris
NC_008298,7970,Rousettus aegyptiacus
NC_008299,2759,Solanum lycopersicum
NC_008301,3477,Solanum lycopersicum
NC_008302,8912,Solanum lycopersicum
NC_008303,4823,Solanum lycopersicum
NC_008304,2613,Euphorbia heterophylla
NC_008305,2602,Euphorbia heterophylla
NC_008306,8918,Cucurbitaceae
NC_008307,4815,Cucurbitaceae
NC_008267,2762,Solanum lycopersicum
NC_008266,8539,Narcissus tazetta subsp. chinensis
NC_008265,38092,Clostridium perfringens SM101
NC_008249,5900,Vicia faba
NC_008252,84264,Neodiprion abietis
NC_008236,2768,Sigesbeckia glabrescens
NC_008237,1358,Sigesbeckia glabrescens
NC_008210,231801,Rana pipiens
NC_008211,220859,Rana pipiens
NC_008198,64494,Mycobacterium
NC_008199,69059,Mycobacterium
NC_008200,64787,Mycobacterium
NC_008204,67188,Mycobacterium
NC_008205,56692,Mycobacterium
NC_008206,78296,Mycobacterium
NC_008184,7866,Tursiops truncatus
NC_008190,1791,Raphanus sativus
NC_008191,1866,Raphanus sativus
NC_008195,70654,Mycobacterium
NC_008196,56852,Mycobacterium
NC_008197,68427,Mycobacterium
NC_008203,52047,Mycobacterium
NC_008207,153766,Mycobacterium
NC_008187,191100,Ochlerotatus taeniorhynchus
NC_008193,30505,Pasteurella multocida
NC_008194,74483,Mycobacterium
NC_008201,34525,Mannheimia haemolytica
NC_008208,161475,Aeromonas salmonicida
NC_008169,8745,Citrus sinensis
NC_008170,4986,Citrus sinensis
NC_008171,5792,Micromonas pusilla
NC_008172,4175,Micromonas pusilla
NC_008173,3129,Micromonas pusilla
NC_008174,2833,Micromonas pusilla
NC_008175,2027,Micromonas pusilla
NC_008176,1687,Micromonas pusilla
NC_008177,1556,Micromonas pusilla
NC_008178,1449,Micromonas pusilla
NC_008179,1296,Micromonas pusilla
NC_008180,878,Micromonas pusilla
NC_008181,741,Micromonas pusilla
NC_008152,44385,Escherichia coli
NC_008057,2558,Solanum lycopersicum
NC_008058,2614,Solanum lycopersicum
NC_008039,3374,Prunus
NC_008028,9548,Daphne mezereum
NC_008029,9345,Homalodisca vitripennis
NC_008030,190054,Crocodylus niloticus
NC_008033,2063,Sturnus vulgaris
NC_008034,7531,Dracaena sanderiana
NC_008018,7722,Musa
NC_008020,8739,Daphne odora
NC_007985,12098,Campoletis sonorensis
NC_007986,7276,Campoletis sonorensis
NC_007987,6567,Campoletis sonorensis
NC_007988,7760,Campoletis sonorensis
NC_007989,8284,Campoletis sonorensis
NC_007990,8171,Campoletis sonorensis
NC_007991,8315,Campoletis sonorensis
NC_007992,8600,Campoletis sonorensis
NC_007993,9155,Campoletis sonorensis
NC_007994,9391,Campoletis sonorensis
NC_007995,8864,Campoletis sonorensis
NC_007996,10223,Campoletis sonorensis
NC_007998,11285,Campoletis sonorensis
NC_007999,11841,Campoletis sonorensis
NC_008000,14531,Campoletis sonorensis
NC_008001,14825,Campoletis sonorensis
NC_008002,19557,Campoletis sonorensis
NC_008003,15510,Campoletis sonorensis
NC_008004,7887,Campoletis sonorensis
NC_008005,6283,Campoletis sonorensis
NC_008006,10757,Campoletis sonorensis
NC_007967,38194,Kitasatospora aureofaciens
NC_007917,53325,Clostridioides difficile
NC_007924,38239,Lactobacillus gasseri
NC_007914,14462,Haloarcula hispanica
NC_007915,8226,Penaeus vannamei
NC_007916,7454,Bos taurus
NC_007918,16067,Haloarcula hispanica
NC_007919,12333,Drosophila melanogaster
NC_007920,10375,Gremmeniella abietina
NC_007922,5079,Corvus monedula
NC_007923,5278,Pyrrhula pyrrhula griseiventris
NC_007913,9544,Amorphophallus konjac
NC_007815,8197,Mus musculus
NC_007817,5486,Escherichia coli
NC_007821,6068,Escherichia coli
NC_007856,5486,Escherichia coli
NC_007902,52162,Sodalis glossinidius str. 'morsitans'
NC_007804,39104,Escherichia coli O157:H7
NC_007805,39199,Pseudomonas aeruginosa
NC_007806,42999,Pseudomonas aeruginosa
NC_007807,43365,Pseudomonas aeruginosa
NC_007808,49639,Pseudomonas aeruginosa
NC_007809,59446,Pseudomonas aeruginosa
NC_007810,66015,Pseudomonas aeruginosa
NC_007814,37974,Bacillus anthracis
NC_007735,1331,Solanum aculeatissimum
NC_007730,2745,Cyanthillium cinereum
NC_007731,6607,Phlox stolonifera
NC_007733,3962,Angelonia angustifolia
NC_007734,40867,Bacillus anthracis
NC_007729,4094,Zea mays
NC_007723,2761,Solanum lycopersicum
NC_007724,2745,Malvastrum coromandelianum
NC_007725,895,Malvastrum coromandelianum
NC_007721,1350,Nicotiana tabacum
NC_007710,46643,Xanthomonas
NC_007711,1354,Malvastrum coromandelianum
NC_007653,156487,Papio cynocephalus
NC_007654,10305,Salmo salar
NC_007647,13952,Oryza sativa
NC_007648,17635,Vicia faba
NC_007649,13936,Oryza rufipogon
NC_007642,12807,Allium sativum
NC_007646,135135,Ovis aries
NC_007637,45251,Escherichia coli
NC_007619,11034,Chaetocoelopa sydneyensis
NC_007623,211215,Pseudomonas aeruginosa
NC_007605,171823,Homo sapiens
NC_007538,2279,Rosellinia necatrix
NC_007603,46219,Escherichia coli
NC_007537,2299,Rosellinia necatrix
NC_007581,185683,Clostridium botulinum
NC_007539,3562,Penicillium chrysogenum
NC_007540,3200,Penicillium chrysogenum
NC_007541,2976,Penicillium chrysogenum
NC_007542,2902,Penicillium chrysogenum
NC_007501,36466,Lactobacillus rhamnosus
NC_007497,44856,Burkholderia cepacia
NC_007454,18954,Mus musculus
NC_007456,39704,Escherichia coli
NC_007458,37253,Bacillus cereus
NC_007461,4530,Chlamydia abortus
NC_007433,10429,Allium fistulosum
NC_007415,5470,Sclerotinia sclerotiorum
NC_007409,62730,Acidianus convivator
NC_007366,1762,Homo sapiens
NC_007367,1027,Homo sapiens
NC_007368,1467,Homo sapiens
NC_007369,1566,Homo sapiens
NC_007370,890,Homo sapiens
NC_007371,2233,Homo sapiens
NC_007372,2341,Homo sapiens
NC_007373,2341,Homo sapiens
NC_007380,838,Homo sapiens
NC_007381,1497,Homo sapiens
NC_007382,1410,Homo sapiens
NC_007346,407339,Emiliania huxleyi
NC_007358,2341,Anatidae
NC_007359,2233,Anatidae
NC_007340,8595,Solanum lycopersicum
NC_007341,8247,Solanum lycopersicum
NC_007289,8478,Solanum tuberosum
NC_007291,46072,Escherichia coli O157:H7
NC_007210,2758,Ludwigia hyssopifolia
NC_007211,2745,Ludwigia hyssopifolia
NC_007212,1347,Ludwigia hyssopifolia
NC_007216,9695,Wisteria
NC_007217,30889,Haloarcula hispanica
NC_007218,6321,Penaeus monodon
NC_007220,1991,Anas platyrhynchos
NC_007241,2012,Vicia faba
NC_007242,1779,Vicia faba
NC_007193,6000,Chaetoceros salsugineus
NC_007189,6907,Stenotrophomonas maltophilia
NC_007180,9723,Fritillaria thunbergii
NC_007163,2194,Saccharum
NC_007149,39503,Vibrio
NC_007150,8170,Procyon lotor
NC_007145,37639,Burkholderia pseudomallei
NC_007015,7434,Ovis aries
NC_007017,3883,Pelargonium zonale
NC_007018,5268,Homo sapiens
NC_007045,15603,Staphylococcus aureus
NC_007046,18199,Staphylococcus aureus
NC_007048,42732,Staphylococcus aureus
NC_007049,43883,Staphylococcus aureus
NC_007050,44283,Staphylococcus aureus
NC_007051,41318,Staphylococcus aureus
NC_007052,45861,Staphylococcus aureus
NC_007053,43095,Staphylococcus aureus
NC_007054,44777,Staphylococcus aureus
NC_007055,43681,Staphylococcus aureus
NC_007056,45286,Staphylococcus aureus
NC_007057,43576,Staphylococcus aureus
NC_007058,43155,Staphylococcus aureus
NC_007059,43114,Staphylococcus aureus
NC_007060,41902,Staphylococcus aureus
NC_007061,42802,Staphylococcus aureus
NC_007062,41690,Staphylococcus aureus
NC_007063,43231,Staphylococcus aureus
NC_007064,42431,Staphylococcus aureus
NC_007065,43440,Staphylococcus aureus
NC_007066,138715,Staphylococcus aureus
NC_007067,1323,Ageratum conyzoides
NC_007013,2249,Homo sapiens
NC_007014,2635,Homo sapiens
NC_007019,34704,Streptococcus thermophilus
NC_007021,130706,Staphylococcus aureus
NC_007022,172963,Aeromonas salmonicida
NC_007023,180500,Enterobacteriaceae
NC_007024,55770,Xanthomonas campestris pv. pelargonii
NC_007029,6307,Microplitis demolitor
NC_007030,4576,Microplitis demolitor
NC_007031,7228,Microplitis demolitor
NC_007032,9604,Microplitis demolitor
NC_007033,7823,Microplitis demolitor
NC_007034,10790,Microplitis demolitor
NC_007035,11238,Microplitis demolitor
NC_007036,13704,Microplitis demolitor
NC_007037,15058,Microplitis demolitor
NC_007038,15218,Microplitis demolitor
NC_007039,17355,Microplitis demolitor
NC_007040,15096,Microplitis demolitor
NC_007041,13279,Microplitis demolitor
NC_007002,7263,Musa ABB Group
NC_007003,7801,Musa ABB Group
NC_006995,2746,Senecio scandens
NC_006960,2223,Pleurotus ostreatus
NC_006961,2296,Pleurotus ostreatus
NC_006966,166259,Odocoileus hemionus
NC_006934,8295,Gallus gallus
NC_006935,1348,Gossypium hirsutum
NC_006936,36674,Lactobacillus plantarum
NC_006937,6621,Fusarium graminearum
NC_006938,63649,alpha proteobacterium JL001
NC_006939,3683,Olea europaea
NC_006940,40793,Salmonella enterica subsp. enterica serovar Typhimurium
NC_006941,9751,Cucumis sativus
NC_006942,12020,Colocasia esculenta
NC_006945,14844,Bacillus thuringiensis
NC_006946,7494,Prunus salicina
NC_006949,46900,Salmonella enterica subsp. enterica serovar Typhimurium
NC_006951,7428,Erethizon dorsatum
NC_006952,1379,Vigna unguiculata
NC_006953,37966,Vibrio pelagius
NC_006955,7650,Musa
NC_006883,252401,Prochlorococcus
NC_006884,178249,Prochlorococcus marinus str. NATL2A
NC_006874,2777,Solanum lycopersicum
NC_006875,7453,Bos taurus
NC_006876,2768,Solanum lycopersicum
NC_006820,196280,Synechococcus
NC_006623,148687,Gallus gallus
NC_006631,2747,Malvastrum coromandelianum
NC_006632,1350,Malvastrum coromandelianum
NC_006579,14885,Mus musculus
NC_006577,29926,Homo sapiens
NC_006548,38439,Pseudomonas aeruginosa PAO1
NC_006552,65195,Pseudomonas aeruginosa
NC_006556,20933,Thermoproteus tenax
NC_006557,41092,[Bacillus] clarkii
NC_006559,8026,Solenopsis invicta
NC_006560,150715,Chlorocebus aethiops
NC_006563,7722,Trichechus manatus latirostris
NC_006565,131522,Lactobacillus plantarum
NC_006566,3431,Fragaria chiloensis
NC_006567,2570,Fragaria chiloensis
NC_006568,2484,Fragaria chiloensis
NC_006572,7271,Chlorocebus aethiops
NC_006573,3402,Chlorocebus aethiops
NC_006505,2169,Salmo salar
NC_006507,1418,Cricetinae
NC_006494,10112,Varroa destructor
NC_006458,781,Nicotiana tabacum
NC_006432,18875,Homo sapiens
NC_006440,1839,Fungi
NC_006441,2002,Fungi
NC_006384,2735,Ageratum conyzoides
NC_006383,15948,Ovis aries
NC_006358,2724,Corchorus capsularis
NC_006359,2691,Corchorus capsularis
NC_006356,36012,Flavobacterium sp.
NC_006296,15882,Bos taurus
NC_006294,7107,Vibrio cholerae
NC_006273,235646,Homo sapiens
NC_006267,1346,Sida acuta
NC_006268,75294,Sulfolobus tengchongensis
NC_006260,4721,Macaca mulatta
NC_006261,4393,Macaca mulatta
NC_006264,2587,Gremmeniella abietina
NC_006150,221454,Macaca mulatta
NC_006151,143461,Sus scrofa
NC_006147,5132,Cairina moschata
NC_006061,3892,Solanum tuberosum subsp. andigenum
NC_006062,8035,Solanum tuberosum subsp. andigenum
NC_006063,5339,Solanum tuberosum subsp. andigenum
NC_006056,3820,Vitis vinifera
NC_006057,7334,Vitis
NC_006051,7651,Lactuca sativa
NC_006052,1830,Lactuca sativa
NC_006053,1527,Lactuca sativa
NC_006054,1417,Lactuca sativa
NC_005983,2750,Blicca bjoerkna
NC_005982,3429,Blicca bjoerkna
